vehicle,event_id,start_time,end_time,duration_hours,start_soc,end_soc,delta_soc,avg_current_a,integrated_current_ah,estimated_capacity_ah,initial_capacity_ah,soh_percent,num_samples
4,48,411124021.0,411132051.0,2.2305555555555556,72.0,93.0,21.0,-47.376223776223775,82.11611111111105,391.0291005291003,160,244.39318783068765,143
4,50,412004300.0,412015630.0,3.147222222222222,19.0,98.0,79.0,-89.21756756756756,404.7108333333336,512.2921940928273,160,320.1826213080171,296
4,52,412121156.0,412124746.0,0.9972222222222222,54.0,91.0,37.0,-95.52061068702291,93.58013888888883,252.91929429429413,160,158.07455893393382,131
4,54,412221040.0,412223140.0,0.5833333333333334,45.0,76.0,31.0,-137.16849315068492,78.24333333333333,252.39784946236557,160,157.7486559139785,73
4,56,413131008.0,413134248.0,0.9,61.0,93.0,32.0,-83.807,77.17583333333333,241.17447916666666,160,150.73404947916666,100
4,58,413195107.0,413203027.0,2.2,51.0,93.0,42.0,-95.21607142857142,236.86402777777775,563.9619708994709,160,352.4762318121693,112
4,60,414033405.0,414034355.0,0.2638888888888889,27.0,45.0,18.0,-157.87166666666673,42.20763888888889,234.4868827160494,160,146.5543016975309,60
4,62,414041140.0,414050610.0,2.6305555555555555,39.0,98.0,59.0,-93.14634146341463,192.95666666666668,327.04519774011305,160,204.40324858757063,328
4,64,414171041.0,414174551.0,0.975,22.0,79.0,57.0,-146.61451612903227,141.6927777777777,248.58382066276792,160,155.36488791422997,186
4,66,414203057.0,414214027.0,3.047222222222222,46.0,89.0,43.0,-53.09354066985646,171.15263888888848,398.02939276485694,160,248.7683704780356,418
4,68,415091926.0,415100726.0,2.4444444444444446,24.0,90.0,66.0,-120.26678200692041,220.18388888888887,333.61195286195283,160,208.50747053872053,289
4,70,416004555.0,416020455.0,4.416666666666667,25.0,97.0,72.0,-79.44800000000001,329.38111111111226,457.4737654321004,160,285.92110339506274,475
4,72,416133659.0,416135959.0,0.6388888888888888,74.0,93.0,19.0,-69.76546762589926,45.04013888888889,237.0533625730994,160,148.15835160818713,139
4,74,416193405.0,416201405.0,2.2222222222222223,56.0,95.0,39.0,-88.2240663900415,159.12486111111124,408.0124643874647,160,255.00779024216547,241
4,76,417024149.0,417033159.0,2.5027777777777778,41.0,95.0,54.0,-95.32549668874172,273.036388888889,505.6229423868315,160,316.0143389917697,302
4,78,417121019.0,417124929.0,1.086111111111111,61.0,97.0,36.0,-79.05,85.76777777777774,238.24382716049374,160,148.9023919753086,236
4,80,417211332.0,417215412.0,1.1333333333333333,40.0,90.0,50.0,-110.40163265306121,125.22402777777783,250.44805555555567,160,156.5300347222223,245
4,82,418121135.0,418130725.0,2.6638888888888888,26.0,95.0,69.0,-107.39910714285713,228.1161111111115,330.6030595813211,160,206.62691223832564,336
4,84,419124821.0,419133751.0,2.4805555555555556,33.0,94.0,61.0,-107.00671140939596,305.3165277777778,500.5188979963571,160,312.8243112477232,298
4,86,419192934.0,419201304.0,2.325,50.0,82.0,32.0,-66.28473282442748,134.31694444444432,419.74045138888846,160,262.3377821180553,262
4,90,420123325.0,420131825.0,2.361111111111111,53.0,92.0,39.0,-79.38339483394834,175.5670833333331,450.1720085470079,160,281.3575053418799,271
4,92,420190924.0,420194824.0,1.0833333333333333,60.0,95.0,35.0,-80.08589743589744,86.99333333333337,248.55238095238107,160,155.34523809523816,234
4,94,421123700.0,421131700.0,2.2222222222222223,56.0,95.0,39.0,-87.70497925311203,158.19944444444468,405.6396011396017,160,253.52475071225106,241
4,96,421212122.0,421215012.0,0.8027777777777778,35.0,79.0,44.0,-136.27011494252875,109.21930555555568,248.2256944444447,160,155.14105902777794,174
4,100,423003052.0,423005202.0,0.5972222222222222,35.0,61.0,26.0,-111.7265625,66.41500000000002,255.44230769230776,160,159.65144230769235,128
4,102,423075945.0,423085925.0,2.772222222222222,31.0,99.0,68.0,-97.62618384401115,303.27166666666704,445.98774509803974,160,278.7423406862748,359
4,106,424120226.0,424124936.0,1.3083333333333333,40.0,95.0,55.0,-99.1225352112676,129.75194444444446,235.91262626262628,160,147.44539141414143,284
4,108,425011410.0,425021240.0,2.7305555555555556,16.0,95.0,79.0,-115.75795454545454,248.55722222222263,314.6293952180033,160,196.64337201125207,352
4,110,425180051.0,425181711.0,0.46111111111111114,63.0,80.0,17.0,-93.55858585858587,42.69861111111113,251.16830065359486,160,156.9801879084968,99
4,112,426115741.0,426130231.0,4.025,9.0,95.0,86.0,-115.23538461538462,491.3329166666663,571.3173449612399,160,357.07334060077494,390
4,114,427005731.0,427020051.0,3.977777777777778,20.0,98.0,78.0,-105.89343832020998,404.32861111110975,518.3700142450125,160,323.9812589031328,381
4,116,428015527.0,428024837.0,2.5861111111111112,26.0,94.0,68.0,-112.94812499999998,383.9715277777763,564.6640114379063,160,352.9150071486915,320
4,118,428211725.0,428214555.0,0.7861111111111111,50.0,86.0,36.0,-110.42151162790698,88.17694444444439,244.9359567901233,160,153.08497299382705,172
4,120,429024358.0,429033808.0,2.625,41.0,97.0,56.0,-90.94110429447854,271.8518055555554,485.4496527777775,160,303.4060329861109,326
4,122,429195550.0,429205800.0,2.8472222222222223,22.0,97.0,75.0,-103.27486631016043,312.0448611111107,416.0598148148143,160,260.03738425925894,374
4,124,430062616.0,430083256.0,5.733333333333333,31.0,98.0,67.0,-47.605124835742444,265.37277777777706,396.0787728026523,160,247.54923300165768,761
4,126,430163840.0,430170520.0,1.8555555555555556,55.0,80.0,25.0,-84.4863354037267,140.40986111111118,561.6394444444447,160,351.024652777778,161
