vehicle,event_id,start_time,end_time,duration_hours,start_soc,end_soc,delta_soc,avg_current_a,integrated_current_ah,estimated_capacity_ah,initial_capacity_ah,soh_percent,num_samples
1,2,401062743.0,401071823.0,2.522222222222222,53.0,98.0,45.0,-74.41472602739726,168.43083333333357,374.2907407407412,150,249.5271604938275,292
1,6,403050639.0,403055519.0,1.3555555555555556,73.0,98.0,25.0,-41.985665529010234,57.176111111111254,228.70444444444502,150,152.46962962963002,293
1,14,407010553.0,407015623.0,1.4083333333333334,28.0,95.0,67.0,-100.25816993464052,155.10986111111094,231.5072553897178,150,154.33817025981187,153
1,24,410052353.0,410055823.0,0.9638888888888889,33.0,86.0,53.0,-128.00576923076926,123.20847222222221,232.4688155136268,150,154.97921034241787,208
1,28,411081809.0,411085929.0,1.1444444444444444,43.0,94.0,51.0,-106.63468208092488,118.12972222222236,231.62690631808306,150,154.4179375453887,173
1,30,411190651.0,411193451.0,0.7777777777777778,53.0,89.0,36.0,-104.32278481012658,85.0205555555556,236.16820987654336,150,157.44547325102891,79
1,36,414010404.0,414013924.0,0.9777777777777777,53.0,95.0,42.0,-97.88333333333333,94.09236111111117,224.02943121693139,150,149.35295414462092,150
1,44,416222357.0,416224937.0,0.7166666666666667,56.0,89.0,33.0,-106.0051612903226,76.61249999999997,232.1590909090908,150,154.7727272727272,155
1,46,417072409.0,417074649.0,0.6222222222222222,62.0,90.0,28.0,-101.90218978102192,63.67694444444438,227.41765873015848,150,151.6117724867723,137
1,50,419211405.0,419215605.0,1.1666666666666667,45.0,94.0,49.0,-97.15494071146246,113.09583333333345,230.80782312925194,150,153.87188208616794,253
1,52,420141522.0,420150432.0,2.475,46.0,94.0,48.0,-81.33661016949154,145.15722222222232,302.41087962962985,150,201.60725308641992,295
1,56,421132457.0,421135437.0,0.8277777777777777,58.0,92.0,34.0,-96.83519553072625,80.16166666666669,235.7696078431373,150,157.17973856209153,179
1,58,422132727.0,422140257.0,2.091666666666667,60.0,96.0,36.0,-83.40327102803737,97.93319444444485,272.03665123456904,150,181.35776748971267,214
1,60,423082436.0,423085856.0,0.95,51.0,88.0,37.0,-90.2096618357488,86.34666666666664,233.36936936936928,150,155.57957957957953,207
1,62,423222504.0,423225344.0,0.7888888888888889,35.0,82.0,47.0,-134.12890173410406,105.43999999999988,224.34042553191466,150,149.56028368794313,173
1,64,424023406.0,424025456.0,0.5694444444444444,64.0,90.0,26.0,-101.64206349206347,58.0534722222222,223.28258547008537,150,148.85505698005693,126
1,68,424142238.0,424144548.0,0.6416666666666667,74.0,96.0,22.0,-82.39071428571427,52.78041666666671,239.91098484848504,150,159.9406565656567,140
1,70,426110751.0,426115221.0,1.2416666666666667,20.0,89.0,69.0,-126.01455223880598,156.79611111111106,227.24074074074068,150,151.49382716049377,268
1,72,427150515.0,427153105.0,0.7194444444444444,69.0,96.0,27.0,-87.06282051282052,62.86374999999989,232.82870370370327,150,155.21913580246886,156
1,74,428100742.0,428104802.0,1.1277777777777778,40.0,95.0,55.0,-111.42592592592592,125.81277777777775,228.75050505050498,150,152.50033670033665,243
1,76,428211755.0,428215335.0,0.9944444444444445,44.0,92.0,48.0,-110.32651162790697,110.21361111111115,229.6116898148149,150,153.07445987654327,215
