vehicle,event_id,start_time,end_time,duration_hours,start_soc,end_soc,delta_soc,avg_current_a,integrated_current_ah,estimated_capacity_ah,initial_capacity_ah,soh_percent,num_samples
9,2,402005149.0,402020009.0,4.127777777777778,76.0,98.0,22.0,-95.46082725060826,334.0486111111105,1518.402777777775,505,300.67381738173765,411
9,4,403002023.0,403022123.0,5.583333333333333,52.0,98.0,46.0,-112.067332382311,700.6190277777782,1523.08484299517,505,301.6009590089446,701
9,6,404002037.0,404020248.0,5.058611111111111,52.0,86.0,34.0,-97.83016393442624,495.8320833333349,1458.3296568627495,505,288.7781498738118,610
9,10,406005858.0,406030728.0,6.908333333333333,51.0,98.0,47.0,-108.02127107652399,814.3936111111112,1732.752364066194,505,343.11928001310775,771
9,14,409023230.0,409040940.0,4.919444444444444,83.0,100.0,17.0,-48.79845890410958,262.94458333333324,1546.7328431372543,505,306.2837313143078,584
9,16,410023725.0,410041415.0,4.913888888888889,91.0,100.0,9.0,-26.19896907216495,70.0490277777778,778.3225308641978,505,154.123273438455,582
9,18,411003258.0,411023528.0,5.6305555555555555,54.0,98.0,44.0,-108.44917582417582,695.2019444444444,1580.0044191919192,505,312.8721622162216,728
9,36,420002144.0,420044044.0,11.63888888888889,51.0,100.0,49.0,-51.5669245647969,590.0602777777779,1204.2046485260773,505,238.45636604476778,1551
9,40,422002240.0,422020100.0,4.961111111111111,76.0,88.0,12.0,-36.684201388888894,259.384583333334,2161.53819444445,505,428.02736523652476,576
9,42,423003305.0,423021555.0,5.069444444444445,74.0,98.0,24.0,-72.58525121555917,371.31763888889003,1547.1568287037085,505,306.3676888522195,617
9,44,424002949.0,424043029.0,11.133333333333333,45.0,100.0,55.0,-63.76543296089385,743.2765277777768,1351.4118686868667,505,267.6063106310627,1432
9,46,425002316.0,425023206.0,5.802777777777778,51.0,98.0,47.0,-108.97033678756478,715.3395833333342,1521.9991134751792,505,301.38596306439194,772
9,48,426003629.0,426014939.0,3.1416666666666666,80.0,98.0,18.0,-73.0595890410959,230.2387500000008,1279.1041666666713,505,253.28795379538045,438
