vehicle,event_id,start_time,end_time,duration_hours,start_soc,end_soc,delta_soc,avg_current_a,integrated_current_ah,estimated_capacity_ah,initial_capacity_ah,soh_percent,num_samples
6,112,421225647.0,421235157.0,2.6416666666666666,26.0,95.0,69.0,-107.34849397590361,354.0286111111113,513.0849436392917,160,320.6780897745573,332
6,114,422031600.0,422034720.0,0.8666666666666667,72.0,95.0,23.0,-63.61904761904762,55.006527777777805,239.15881642512088,160,149.47426026570054,189
6,116,422132615.0,422142045.0,2.6194444444444445,47.0,98.0,51.0,-83.03628048780487,184.79430555555533,362.3417755991281,160,226.46360974945506,328
6,118,423020354.0,423025914.0,1.5444444444444445,25.0,95.0,70.0,-108.50690690690692,167.16013888888867,238.8001984126981,160,149.2501240079363,333
6,120,423131404.0,423135144.0,1.038888888888889,58.0,95.0,37.0,-84.19427312775329,87.35250000000009,236.0878378378381,160,147.55489864864882,227
6,124,424084421.0,424085931.0,0.41944444444444445,85.0,95.0,10.0,-53.74239130434784,22.592777777777787,225.92777777777786,160,141.20486111111117,92
6,126,424204520.0,424213310.0,2.441666666666667,40.0,95.0,55.0,-99.02361111111112,268.972916666667,489.04166666666725,160,305.651041666667,288
6,128,425093525.0,425102315.0,2.441666666666667,43.0,95.0,52.0,-94.34687500000001,246.07180555555516,473.2150106837599,160,295.7593816773499,288
6,130,426122914.0,426125024.0,0.5861111111111111,55.0,81.0,26.0,-109.15234375,64.0113888888889,246.19764957264962,160,153.873530982906,128
6,134,427065410.0,427075050.0,2.6777777777777776,25.0,95.0,70.0,-107.65278592375365,386.07055555555587,551.5293650793656,160,344.7058531746035,341
6,136,427124602.0,427132222.0,2.1166666666666667,56.0,93.0,37.0,-87.7420091324201,207.29194444444437,560.2484984984983,160,350.15531156156146,219
6,138,428041746.0,428051446.0,2.6944444444444446,29.0,96.0,67.0,-103.6603498542274,224.17305555555544,334.58665008291854,160,209.11665630182407,343
6,140,428204352.0,428220022.0,4.352777777777778,17.0,97.0,80.0,-88.20521739130434,352.5256944444445,440.65711805555566,160,275.4106987847223,460
6,142,429080639.0,429082209.0,0.4361111111111111,85.0,95.0,10.0,-53.51063829787235,23.383055555555558,233.83055555555558,160,146.14409722222223,94
6,144,429220828.0,429230808.0,2.772222222222222,17.0,95.0,78.0,-112.14122562674093,245.86583333333294,315.2126068376063,160,197.00787927350393,359
6,148,430190835.0,430195235.0,1.2222222222222223,47.0,95.0,48.0,-94.96603773584906,116.65347222222229,243.0280671296298,160,151.89254195601862,265
