vehicle,event_id,duration_seconds,duration_hours,delta_soc,integrated_current_ah,estimated_capacity_ah,initial_capacity_ah,soh_percent,avg_current_a
5,72,2130.0,0.5916666666666667,24.0,56.063333333333354,233.5972222222223,160,145.99826388888894,-88.675
5,184,1598.0,0.4438888888888889,23.0,59.90633333333334,260.46231884057977,160,162.78894927536237,-142.86888888888885
