vehicle,event_id,duration_seconds,duration_hours,delta_soc,integrated_current_ah,estimated_capacity_ah,initial_capacity_ah,soh_percent,avg_current_a
2,56,9940.0,2.761111111111111,90.0,328.9626388888887,365.5140432098763,150,243.67602880658424,-121.55971014492754
2,354,7110.0,1.975,51.0,194.98208333333338,382.31781045751643,150,254.87854030501094,-128.09148936170214
2,380,6060.0,1.6833333333333333,19.0,105.34569444444442,554.4510233918127,150,369.6340155945418,-77.14134615384616
2,664,7790.0,2.1638888888888888,45.0,163.64347222222216,363.652160493827,150,242.43477366255135,-95.67763157894738
2,828,506.0,0.14055555555555554,10.0,24.00197222222222,240.0197222222222,150,160.01314814814813,-172.63750000000002
