vehicle,segment_id,start_time,end_time,duration_hours,start_soc,end_soc,delta_soc,avg_current,min_current,max_current,num_samples,integrated_current_ah,estimated_capacity_ah
4,21952,428211725.0,428214555.0,0.7861111111111111,50.0,86.0,36.0,-110.42151162790698,-197.8,0.8,172,87.64888888888888,243.4691358024691
4,22442,429024358.0,429033808.0,2.625,41.0,97.0,56.0,-90.94110429447854,-195.2,-34.4,326,271.7172222222222,485.20932539682525
4,23302,429195550.0,429205800.0,2.8472222222222223,22.0,97.0,75.0,-103.27486631016043,-196.5,3.9,374,313.05333333333334,417.40444444444444
4,23916,430062616.0,430083256.0,5.733333333333333,31.0,98.0,67.0,-47.605124835742444,-99.5,-7.5,761,256.3530555555555,382.6165008291873
4,24378,430163840.0,430170520.0,1.8555555555555556,55.0,80.0,25.0,-84.4863354037267,-136.8,-69.5,161,140.15861111111113,560.6344444444445
5,71,401011547.0,401033137.0,5.997222222222222,10.0,100.0,90.0,-54.684709480122315,-199.8,-6.7,654,288.1230555555556,320.13672839506177
5,235,401112608.0,401114738.0,0.5916666666666667,61.0,85.0,24.0,-88.675,-119.3,-54.0,84,56.02500000000001,233.43750000000006
5,577,402152333.0,402153633.0,0.3611111111111111,17.0,38.0,21.0,-146.22499999999997,-149.2,-54.7,44,53.69111111111111,255.6719576719577
5,841,402235320.0,403015810.0,216.80277777777778,6.0,100.0,94.0,-63.4205504587156,-199.1,-6.8,545,41772.203888888886,44438.51477541371
5,1435,404005526.0,404023256.0,4.925,31.0,100.0,69.0,-55.84878048780489,-199.1,-6.8,492,363.931388888889,527.4367954911435
5,1947,405022111.0,405033921.0,3.2805555555555554,45.0,100.0,55.0,-60.928329297820824,-171.9,-14.7,413,192.01416666666668,349.1166666666667
5,2557,406011741.0,406030221.0,5.133333333333334,27.0,100.0,73.0,-53.63264248704664,-199.8,-7.4,579,253.55305555555555,347.3329528158295
5,3001,407013841.0,407035101.0,5.905555555555556,16.0,99.0,83.0,-52.38816568047338,-196.7,-5.0,507,349.3855555555556,420.94645247657303
5,3611,408014628.0,408034428.0,5.5,18.0,99.0,81.0,-49.3060291060291,-199.1,-15.2,481,350.0147222222222,432.1169410150891
5,4207,409022927.0,409035727.0,3.5555555555555554,28.0,99.0,71.0,-66.01141649048625,-199.3,-14.7,473,294.465,414.7394366197183
5,4709,411214018.0,411230248.0,4.508333333333334,47.0,99.0,52.0,-60.70695970695971,-164.0,-14.7,273,265.41166666666663,510.4070512820512
5,4813,412105309.0,412110749.0,1.511111111111111,85.0,95.0,10.0,-52.485915492957744,-53.7,0.4,71,80.82749999999999,808.2749999999999
5,5071,412194308.0,412201528.0,2.0055555555555555,15.0,59.0,44.0,-109.60892857142858,-146.2,1.7,112,266.7983333333333,606.3598484848484
5,5309,413013041.0,413031821.0,5.216666666666667,28.0,100.0,72.0,-56.517304189435336,-195.1,1.0,549,304.31527777777774,422.66010802469134
5,5925,414020828.0,414040438.0,5.447222222222222,15.0,100.0,85.0,-60.197712418300654,-198.1,-6.5,612,283.0422222222222,332.9908496732026
5,6351,414172126.0,414175116.0,0.8305555555555556,53.0,88.0,35.0,-100.52483660130719,-163.3,-52.7,153,82.76861111111111,236.48174603174604
5,6983,415003409.0,415021209.0,4.944444444444445,30.0,100.0,70.0,-64.0955857385399,-197.4,-7.0,589,298.1780555555555,425.96865079365074
5,7909,416012752.0,416013132.0,0.10555555555555556,5.0,11.0,6.0,-146.3913043478261,-148.9,-145.2,23,15.446944444444444,257.4490740740741
5,7943,416014946.0,416035036.0,5.580555555555556,9.0,100.0,91.0,-66.43140495867769,-178.6,-6.7,726,461.7319444444445,507.39774114774116
5,8823,417020102.0,417035732.0,4.341666666666667,13.0,100.0,87.0,-65.6737142857143,-198.7,-6.0,700,269.3644444444444,309.6143039591315
5,9271,417164524.0,417173214.0,2.4138888888888888,55.0,99.0,44.0,-80.0436170212766,-164.8,2.3,282,222.0961111111111,504.76388888888886
5,9499,418015132.0,418022002.0,1.9083333333333334,66.0,92.0,26.0,-79.04127906976743,-139.2,-53.1,172,179.35083333333336,689.8108974358975
5,10131,418191946.0,418194836.0,0.8027777777777778,35.0,80.0,45.0,-134.11436781609197,-174.9,0.8,174,108.48194444444444,241.07098765432096
5,10413,419022348.0,419025838.0,0.9694444444444444,46.0,88.0,42.0,-105.36714285714285,-197.8,0.8,210,102.89527777777779,244.98875661375666
5,10905,419175108.0,419181648.0,1.8166666666666667,31.0,71.0,40.0,-134.89419354838708,-198.7,-10.3,155,277.0822222222222,692.7055555555554
5,11327,420020318.0,420025748.0,1.5083333333333333,27.0,95.0,68.0,-106.69756097560976,-176.5,0.6,328,161.47277777777776,237.4599673202614
5,11895,420205956.0,420213926.0,2.213888888888889,17.0,81.0,64.0,-143.09621848739496,-198.8,1.0,238,234.38416666666672,366.22526041666674
5,12025,421031223.0,421042753.0,3.202777777777778,68.0,100.0,32.0,-40.50110132158591,-122.0,-5.6,454,93.05972222222223,290.81163194444446
5,12827,422014708.0,422030908.0,4.5,34.0,100.0,66.0,-72.83975659229209,-173.4,-14.0,493,334.30805555555554,506.52735690235687
5,13245,422181837.0,422182047.0,0.058333333333333334,62.0,62.0,0.0,-30.528571428571432,-76.9,-1.3,14,1.9327777777777777,
5,13985,423012006.0,423022825.0,3.0052777777777777,16.0,100.0,84.0,-104.238199513382,-176.0,-18.1,411,313.9414444444444,373.7398148148148
5,14221,424142620.0,424142800.0,0.05,81.0,81.0,0.0,-10.163636363636364,-26.8,-3.6,11,0.4777777777777778,
5,14631,424204007.0,424205927.0,0.5333333333333333,46.0,59.0,13.0,-57.026495726495725,-58.1,-29.3,117,30.538888888888888,234.9145299145299
5,15205,425024349.0,425043809.0,5.405555555555556,18.0,100.0,82.0,-63.61048034934498,-198.7,-6.7,687,363.505,443.2987804878049
5,16127,426005821.0,426022721.0,4.694444444444445,25.0,100.0,75.0,-74.45551401869159,-175.5,-2.9,535,427.37,569.8266666666667
5,17163,427015818.0,427034518.0,5.194444444444445,24.0,99.0,75.0,-63.148678071539656,-175.8,-6.8,643,431.76444444444445,575.685925925926
5,17383,427144100.0,427150130.0,1.675,81.0,95.0,14.0,-53.179032258064524,-98.3,0.8,124,89.13388888888889,636.6706349206348
5,18133,428012501.0,428024301.0,3.2777777777777777,41.0,100.0,59.0,-68.42388059701493,-173.0,-7.2,469,206.43555555555554,349.89077212806023
5,18761,428220350.0,428222420.0,0.575,43.0,68.0,25.0,-107.62096774193549,-144.4,2.2,124,61.876944444444455,247.50777777777782
5,19331,429040300.0,429040800.0,0.1388888888888889,5.0,16.0,11.0,-188.5483870967742,-196.4,-60.5,31,26.79361111111111,243.57828282828282
5,19387,429043507.0,429063717.0,5.613888888888889,9.0,100.0,91.0,-66.12765667574932,-198.2,-6.6,734,383.90138888888885,421.8696581196581
5,20145,429232537.0,429233437.0,0.25,35.0,52.0,17.0,-163.3909090909091,-199.0,-32.6,55,41.06888888888888,241.58169934640514
5,20503,430042006.0,430062116.0,5.586111111111111,10.0,99.0,89.0,-66.25123626373626,-199.2,-6.8,728,346.36777777777775,389.17727840199746
6,252,401044012.0,401054702.0,2.9694444444444446,20.0,97.0,77.0,-98.5495024875622,-159.7,0.5,402,314.54055555555556,408.49422799422797
6,672,401180114.0,401184814.0,1.3055555555555556,46.0,96.0,50.0,-97.56850828729283,-168.6,0.9,181,118.99666666666667,237.99333333333334
6,1344,402071654.0,402082104.0,2.9027777777777777,13.0,97.0,84.0,-118.15252525252527,-198.1,-50.5,297,258.2886111111111,307.48644179894177
6,1408,402095838.0,402100338.0,1.25,87.0,91.0,4.0,-54.464285714285715,-55.7,-53.1,28,67.66833333333334,
6,1516,402131414.0,402134204.0,0.775,77.0,97.0,20.0,-61.16371681415929,-107.9,0.8,113,46.725,233.625
6,1812,403011255.0,403015735.0,1.2444444444444445,54.0,97.0,43.0,-86.13,-164.3,0.8,200,102.62611111111111,238.6653746770026
6,2910,403192356.0,403202806.0,2.9027777777777777,13.0,97.0,84.0,-113.113,-197.2,-50.6,200,318.9786111111111,379.73644179894177
6,3270,404063909.0,404072319.0,2.3361111111111112,52.0,96.0,44.0,-91.94660633484163,-163.8,0.5,221,223.0236111111111,506.8718434343434
6,3864,404183049.0,404192459.0,2.613888888888889,32.0,96.0,64.0,-103.93599999999999,-197.2,-51.0,175,270.4352777777778,422.5551215277778
6,4400,405054332.0,405065632.0,3.138888888888889,1.0,97.0,96.0,-111.43462414578589,-158.0,1.5,439,400.2736111111111,416.95167824074076
6,4810,405175319.0,405183459.0,2.261111111111111,51.0,94.0,43.0,-94.25065789473686,-165.9,-9.3,152,242.05583333333334,562.920542635659
6,5088,406021928.0,406023128.0,0.3333333333333333,29.0,51.0,22.0,-161.65616438356165,-196.5,0.7,73,55.216666666666676,250.98484848484853
6,5196,406065339.0,406074539.0,2.5555555555555554,37.0,97.0,60.0,-99.0488,-198.6,-50.3,250,297.82416666666666,496.37361111111113
6,5770,406192901.0,406202921.0,2.783333333333333,20.0,96.0,76.0,-103.32025316455696,-196.2,-50.5,158,298.9905555555556,393.40862573099423
6,6012,407052538.0,407063208.0,2.963888888888889,20.0,97.0,77.0,-91.89032258064516,-158.0,-39.6,310,314.34277777777777,408.23737373737373
6,6498,407133648.0,407134928.0,0.35555555555555557,50.0,69.0,19.0,-132.68846153846155,-168.1,-80.3,26,47.24888888888888,248.67836257309935
6,6822,407190236.0,407195926.0,1.5805555555555555,37.0,96.0,59.0,-96.74408602150538,-158.1,-38.9,186,148.65333333333334,251.95480225988703
6,7122,408062021.0,408071151.0,2.536111111111111,44.0,97.0,53.0,-91.86209150326798,-166.9,1.0,306,187.2711111111111,353.34171907756814
6,8026,408191021.0,408200611.0,2.6638888888888888,31.0,97.0,66.0,-106.54887640449437,-197.4,-52.2,178,213.07611111111112,322.8425925925926
6,8540,409060125.0,409061205.0,0.3,2.0,23.0,21.0,-179.2030769230769,-198.7,0.6,65,54.30444444444444,258.5925925925926
6,8570,409064651.0,409075421.0,2.9916666666666667,16.0,97.0,81.0,-103.34802431610942,-197.5,0.7,329,315.6536111111111,389.6958161865569
6,9300,409185223.0,409194913.0,2.691666666666667,27.0,96.0,69.0,-100.6711111111111,-157.3,-51.3,180,336.8933333333333,488.2512077294686
6,9726,410063301.0,410063541.0,0.06666666666666667,36.0,40.0,4.0,-111.21176470588236,-118.3,0.6,17,7.880000000000001,
6,9794,410071341.0,410081441.0,2.8055555555555554,39.0,89.0,50.0,-70.00749063670412,-124.2,-31.9,267,155.24805555555554,310.4961111111111
6,10490,410190730.0,410200259.0,2.6469444444444443,31.0,97.0,66.0,-99.17658536585367,-158.1,1.6,205,215.4706111111111,326.47062289562285
6,10904,411060825.0,411072615.0,3.275,8.0,97.0,89.0,-100.55925,-118.1,0.8,400,329.68527777777774,370.4328963795256
6,11590,411184047.0,411194707.0,2.9611111111111112,20.0,96.0,76.0,-98.19285714285714,-158.4,-40.1,196,313.3761111111112,412.33698830409367
6,11918,412062234.0,412070344.0,2.2527777777777778,60.0,97.0,37.0,-83.48144796380092,-139.9,0.7,221,151.47055555555556,409.3798798798799
6,12428,412192756.0,412202926.0,2.825,17.0,96.0,79.0,-107.74051724137932,-197.5,-50.6,232,300.13,379.9113924050633
6,13022,413060454.0,413061804.0,0.375,3.0,14.0,11.0,-76.55375000000001,-78.8,0.7,80,29.069444444444443,264.26767676767673
6,13048,413065624.0,413080444.0,4.116666666666666,12.0,96.0,84.0,-103.17328519855596,-158.2,0.7,277,428.66055555555545,510.31018518518505
6,13564,413184017.0,413193507.0,2.636111111111111,40.0,97.0,57.0,-91.06451612903226,-157.8,0.8,186,265.8019444444444,466.3192007797271
6,13966,414061513.0,414070653.0,2.5388888888888888,39.0,97.0,58.0,-101.22656826568263,-157.7,0.7,271,197.5311111111111,340.57088122605364
6,14396,414165401.0,414173021.0,2.1166666666666667,66.0,97.0,31.0,-72.02594936708861,-123.4,0.8,158,193.06444444444446,622.7885304659499
6,14746,414212326.0,414214256.0,0.5361111111111111,57.0,83.0,26.0,-116.11440677966101,-147.1,-35.6,118,63.20416666666668,243.09294871794876
6,15574,415070510.0,415081340.0,3.0083333333333333,11.0,97.0,86.0,-108.79466019417477,-157.6,0.7,412,265.3836111111111,308.5855943152455
6,16280,415183401.0,415193521.0,2.811111111111111,20.0,97.0,77.0,-106.53170731707316,-197.3,0.9,369,305.6975,397.0097402597402
6,16826,416062801.0,416074511.0,3.2527777777777778,5.0,97.0,92.0,-102.05754310344827,-158.2,0.7,464,372.80055555555555,405.2179951690821
6,17020,416123913.0,416130723.0,1.8916666666666666,71.0,95.0,24.0,-69.66647058823528,-124.1,-47.1,170,114.37833333333333,476.5763888888889
6,17344,416185315.0,416192945.0,2.1194444444444445,66.0,97.0,31.0,-74.01272727272728,-138.5,1.0,220,193.30055555555555,623.5501792114695
6,17806,417053238.0,417071109.0,4.964166666666666,2.0,99.0,97.0,-97.60180360721442,-158.7,0.8,499,440.0193888888889,453.6282359679267
6,18366,417124733.0,417132823.0,2.2472222222222222,53.0,95.0,42.0,-91.41056910569104,-166.6,-53.5,246,240.98444444444448,573.7724867724869
6,18972,417212005.0,417221415.0,2.613888888888889,36.0,98.0,62.0,-97.75490797546011,-172.7,4.2,326,206.20361111111112,332.5864695340502
6,19880,418175323.0,418190113.0,4.108333333333333,9.0,97.0,88.0,-106.90081743869212,-175.1,1.0,367,457.93,520.375
6,20458,419032856.0,419041816.0,2.488888888888889,43.0,97.0,54.0,-94.18821548821549,-157.7,0.7,297,188.42277777777775,348.9310699588477
6,20786,419133559.0,419140719.0,1.988888888888889,67.0,95.0,28.0,-75.92169312169312,-124.9,-52.6,189,126.60833333333333,452.172619047619
6,21598,419235132.0,420004732.0,213.77777777777777,21.0,95.0,74.0,-113.95103857566765,-200.4,-52.7,337,35362.66083333333,47787.3795045045
6,21904,420032346.0,420035736.0,0.9416666666666667,64.0,95.0,31.0,-78.17598039215686,-112.1,-53.9,204,73.74055555555556,237.87275985663084
6,22208,420113835.0,420115025.0,0.33055555555555555,36.0,52.0,16.0,-114.31805555555555,-120.3,-37.6,72,37.71194444444445,235.6996527777778
6,22302,420130728.0,420141148.0,2.8944444444444444,22.0,98.0,76.0,-101.19121447028424,-148.9,0.9,387,240.63083333333333,316.6195175438596
6,22926,420232203.0,421001433.0,213.675,31.0,95.0,64.0,-105.04272151898734,-174.4,2.2,316,11548.926944444447,18045.19835069445
6,23328,421113725.0,421121035.0,2.0305555555555554,64.0,94.0,30.0,-78.97614213197969,-166.5,-52.3,197,132.8786111111111,442.92870370370366
6,23988,421225647.0,421235157.0,2.6416666666666666,26.0,95.0,69.0,-107.34849397590361,-198.5,-17.6,332,361.45805555555563,523.8522544283416
6,24292,422031600.0,422034720.0,0.8666666666666667,72.0,95.0,23.0,-63.61904761904762,-106.9,-52.0,189,55.0136111111111,239.18961352657
6,24754,422132615.0,422142045.0,2.6194444444444445,47.0,98.0,51.0,-83.03628048780487,-197.4,-14.9,328,184.735,362.22549019607845
6,25616,423020354.0,423025914.0,1.5444444444444445,25.0,95.0,70.0,-108.50690690690692,-196.7,-51.4,333,167.135,238.7642857142857
6,26050,423131404.0,423135144.0,1.038888888888889,58.0,95.0,37.0,-84.19427312775329,-141.4,-35.5,227,87.22472222222223,235.74249249249252
6,26352,423205644.0,423212624.0,1.9388888888888889,69.0,95.0,26.0,-74.98994413407821,-123.8,-53.3,179,199.39944444444447,766.9209401709403
6,26522,424084421.0,424085931.0,0.41944444444444445,85.0,95.0,10.0,-53.74239130434784,-54.7,-36.6,92,22.614722222222216,226.14722222222215
6,27154,424204520.0,424213310.0,2.441666666666667,40.0,95.0,55.0,-99.02361111111112,-172.9,-41.9,288,268.4025,488.0045454545454
6,27682,425093525.0,425102315.0,2.441666666666667,43.0,95.0,52.0,-94.34687500000001,-172.7,-35.1,288,246.24555555555554,473.54914529914527
6,28270,426122914.0,426125024.0,0.5861111111111111,55.0,81.0,26.0,-109.15234375,-131.8,-99.1,128,63.92111111111112,245.85042735042737
6,28634,426185511.0,426194641.0,2.536111111111111,30.0,94.0,64.0,-106.77645161290322,-199.0,1.5,310,371.2258333333333,580.0403645833333
6,29364,427065410.0,427075050.0,2.6777777777777776,25.0,95.0,70.0,-107.65278592375365,-198.0,1.5,341,386.5580555555556,552.2257936507938
6,29848,427124602.0,427132222.0,2.1166666666666667,56.0,93.0,37.0,-87.7420091324201,-140.7,-41.6,219,206.80638888888888,558.9361861861862
6,30472,428041746.0,428051446.0,2.6944444444444446,29.0,96.0,67.0,-103.6603498542274,-199.3,0.6,343,224.61222222222221,335.24212271973465
6,31166,428204352.0,428220022.0,4.352777777777778,17.0,97.0,80.0,-88.20521739130434,-199.1,0.1,460,352.6741666666667,440.84270833333335
6,31358,429080639.0,429082209.0,0.4361111111111111,85.0,95.0,10.0,-53.51063829787235,-55.1,-35.6,94,23.39305555555555,233.9305555555555
6,32354,429220828.0,429230808.0,2.772222222222222,17.0,95.0,78.0,-112.14122562674093,-199.9,-36.1,359,245.21333333333334,314.37606837606836
6,32654,430125857.0,430133637.0,2.161111111111111,58.0,95.0,37.0,-84.36651982378855,-164.3,-20.8,227,245.89444444444445,664.5795795795796
6,33098,430190835.0,430195235.0,1.2222222222222223,47.0,95.0,48.0,-94.96603773584906,-198.4,-52.5,265,116.50888888888889,242.72685185185188
7,1,102135426.0,102140812.0,1.4961111111111112,70.0,68.0,-2.0,8.621287128712872,-49.0,127.0,404,4.317222222222222,
7,3,102140912.0,102150924.0,2.781111111111111,68.0,94.0,26.0,-28.920309905921417,-36.0,-11.0,1807,85.01166666666667,326.96794871794873
7,5,102151000.0,103125736.0,270.76,94.0,46.0,-48.0,6.54048709408826,-82.0,163.0,9608,180.79222222222222,
7,7,103125840.0,103143336.0,4.86,46.0,94.0,48.0,-37.06879606879607,-52.0,-19.0,2849,173.36111111111111,361.1689814814815
7,9,103143422.0,104042036.0,249.615,94.0,54.0,-40.0,3.4984726211644555,-69.0,158.0,21933,372.15833333333353,
7,11,104042146.0,104060334.0,5.052222222222222,54.0,100.0,46.0,-31.251718494271685,-48.0,-5.0,3055,140.64277777777778,305.7451690821256
7,13,104060740.0,105124314.0,295.4372222222222,99.0,55.0,-44.0,6.445119891928402,-91.0,168.0,14805,129.68,
7,15,105124354.0,105135958.0,3.223333333333333,55.0,97.0,42.0,-32.77441962330267,-42.0,-13.0,2283,102.5588888888889,244.18783068783074
7,17,105140414.0,106125124.0,273.53055555555557,96.0,58.0,-38.0,4.602906644665863,-78.0,178.0,15757,310.9411111111111,
7,19,106125154.0,106141434.0,4.522222222222222,58.0,98.0,40.0,-32.148730350665055,-44.0,-15.0,2481,138.39055555555555,345.97638888888883
7,21,106141538.0,107140156.0,277.3938888888889,98.0,55.0,-43.0,4.70000541506471,-60.0,165.0,18467,964.0688888888892,
7,23,107140300.0,107145936.0,1.5655555555555556,55.0,92.0,37.0,-37.12065921130076,-46.0,-18.0,1699,58.18333333333334,157.25225225225228
7,25,107150942.0,108124704.0,270.4894444444444,92.0,50.0,-42.0,6.739735621115294,-71.0,160.0,11423,163.88500000000002,
7,27,108124754.0,108140702.0,4.43,50.0,98.0,48.0,-39.85010526315789,-54.0,-16.0,2375,155.505,323.96875
7,29,108140812.0,109202618.0,294.9461111111111,98.0,23.0,-75.0,6.639456371191136,-108.0,169.0,23104,3692.2772222222216,
7,31,109202716.0,109211126.0,2.3361111111111112,23.0,50.0,27.0,-52.19004524886878,-62.0,-7.0,1326,125.11444444444447,463.3868312757202
7,33,109211202.0,110015314.0,223.36444444444444,50.0,35.0,-15.0,4.305147058823529,-67.0,163.0,8432,261.5822222222223,
7,35,110015358.0,110031322.0,4.434444444444445,35.0,99.0,64.0,-51.04196391103651,-73.0,-11.0,2383,200.4477777777778,313.19965277777777
7,37,110031516.0,112021004.0,552.6355555555556,99.0,31.0,-68.0,5.475215359906556,-102.0,168.0,27396,337.8411111111111,
7,39,112021054.0,112033458.0,3.4455555555555555,31.0,96.0,65.0,-50.83511692429647,-67.0,-19.0,2523,176.35000000000002,271.3076923076923
7,41,112033604.0,113011406.0,271.6116666666667,96.0,48.0,-48.0,6.016591624005428,-88.0,148.0,16213,411.2127777777779,
7,43,113011446.0,113021732.0,2.857222222222222,48.0,98.0,50.0,-52.72292993630573,-64.0,-2.0,1884,159.54611111111114,319.0922222222223
7,45,113021818.0,113234410.0,59.053333333333335,98.0,50.0,-48.0,7.65625721098377,-77.0,155.0,13001,220.4572222222222,
7,47,113234636.0,113234734.0,0.02722222222222222,50.0,50.0,0.0,5.0,-1.0,25.0,26,0.15055555555555555,
7,49,113234812.0,114004356.0,213.76222222222222,50.0,95.0,45.0,-51.63717872086073,-61.0,-17.0,1673,9841.895555555557,21870.879012345682
7,51,114004450.0,115005654.0,278.1122222222222,94.0,31.0,-63.0,7.4548672566371685,-97.0,165.0,17515,386.95944444444456,
7,53,115005810.0,115030014.0,6.723333333333334,31.0,98.0,67.0,-36.352989352989354,-50.0,-3.0,3663,226.6905555555556,338.34411276948595
7,55,115030220.0,116131726.0,305.9738888888889,97.0,48.0,-49.0,8.068135516486834,-93.0,163.0,13253,151.57944444444445,
7,57,116131826.0,116140818.0,2.497777777777778,48.0,60.0,12.0,-19.587174348697395,-23.0,-18.0,1497,49.36833333333335,411.4027777777779
7,59,116140946.0,116144950.0,1.1122222222222222,60.0,72.0,12.0,-25.30922693266833,-30.0,-3.0,1203,28.126666666666665,234.38888888888889
7,61,116145032.0,116225508.0,22.354444444444443,72.0,37.0,-35.0,6.875225004090984,-104.0,168.0,12222,302.9677777777778,
7,63,116225614.0,117002414.0,215.77777777777777,37.0,71.0,34.0,-31.804619462324876,-46.0,-13.0,2641,7743.354444444448,22774.571895424844
7,65,117003016.0,131135922.0,3925.807222222222,71.0,43.0,-28.0,1.2325809224863546,-99.0,170.0,50017,140.6216666666667,
7,67,131140546.0,131150804.0,2.8494444444444444,43.0,77.0,34.0,-45.43582887700535,-58.0,-19.0,1870,140.14777777777783,412.1993464052289
7,69,131150844.0,131235958.0,23.642777777777777,77.0,47.0,-30.0,5.954758713136729,-52.0,109.0,11936,160.19666666666666,
8,4,401023633.0,401044633.0,5.833333333333333,31.0,99.0,68.0,-192.78963730569944,-270.3,-59.5,386,1130.3928888888888,1662.3424836601305
8,86,402082449.0,402083429.0,0.2722222222222222,85.0,91.0,6.0,-228.50322580645167,-239.8,-182.3,31,61.84325,1030.7208333333333
8,432,403015529.0,403033234.0,4.918055555555555,46.0,99.0,53.0,-188.93766666666664,-197.6,0.2,300,956.99975,1805.6599056603773
8,732,403235949.0,404015232.0,216.4675,58.0,98.0,40.0,-131.43495440729484,-239.3,0.2,329,588.7701944444444,1471.925486111111
8,1074,405000039.0,405023305.0,6.462777777777778,46.0,99.0,53.0,-150.0611413043478,-237.9,0.1,368,1131.4105277777776,2134.736844863731
8,1468,406025127.0,406045213.0,5.579444444444444,44.0,98.0,54.0,-156.1611859838275,-238.0,0.2,371,886.8174444444445,1642.254526748971
8,2278,408000113.0,408015119.0,4.168333333333333,57.0,99.0,42.0,-189.76695278969956,-237.7,0.1,233,817.3150555555555,1945.9882275132275
8,2706,409015407.0,409044413.0,8.057222222222222,40.0,99.0,59.0,-127.3173745173745,-131.4,0.3,518,1040.197638888889,1763.0468455743883
8,2896,409233314.0,410010559.0,215.9013888888889,70.0,99.0,29.0,-162.57659574468087,-239.7,0.2,188,35627.29713888889,122852.74875478928
8,3110,410193848.0,410194148.0,0.08333333333333333,70.0,70.0,0.0,-29.754545454545454,-87.5,-2.4,11,3.5991388888888887,
8,3202,411000537.0,411012317.0,3.272222222222222,58.0,99.0,41.0,-195.03963963963957,-235.0,-156.9,222,636.1863055555556,1551.6739159891602
8,3482,412000005.0,412015827.0,4.395,54.0,99.0,45.0,-191.65528455284553,-236.5,0.1,246,861.528638888889,1914.5080864197532
8,3830,413000028.0,413020111.0,5.578611111111111,32.0,98.0,66.0,-191.4282608695652,-238.3,0.1,368,1085.3684166666667,1644.4976010101009
8,4094,414000007.0,414011130.0,3.089722222222222,59.0,98.0,39.0,-189.55772727272733,-197.4,0.1,220,602.2999166666667,1544.3587606837607
8,4534,414235926.0,415014129.0,216.1675,42.0,98.0,56.0,-191.57928802588998,-239.5,0.2,309,51599.401666666665,92141.78869047618
8,4880,416000010.0,416015615.0,4.334722222222222,34.0,98.0,64.0,-189.63230337078653,-236.0,0.1,356,839.8364166666667,1312.2444010416666
8,5206,417000204.0,417020246.0,5.567222222222222,51.0,99.0,48.0,-190.14473684210526,-214.5,0.2,266,1082.0732777777778,2254.319328703704
8,5584,418000132.0,418015335.0,4.223055555555556,37.0,98.0,61.0,-188.80526315789476,-195.2,0.3,342,811.8186388888889,1330.8502276867032
8,5952,419000045.0,419015111.0,4.185,40.0,99.0,59.0,-186.87705882352944,-197.7,0.3,340,802.1033611111111,1359.4972222222223
8,6240,419235947.0,420012228.0,215.63361111111112,54.0,99.0,45.0,-191.9437751004016,-197.3,0.2,249,42516.09616666666,94480.21370370369
8,6668,421034221.0,421055906.0,6.023611111111111,28.0,99.0,71.0,-192.78067632850244,-240.1,0.2,414,1176.6219444444446,1657.2140062597812
8,6938,421235943.0,422014205.0,216.1838888888889,56.0,98.0,42.0,-189.6502074688797,-197.3,0.1,241,793.0302222222223,1888.167195767196
8,7216,423000152.0,423011937.0,3.2736111111111112,55.0,98.0,43.0,-188.7170124481328,-239.5,0.2,241,638.7629166666668,1485.49515503876
8,7524,424004831.0,424021011.0,4.4944444444444445,53.0,98.0,45.0,-194.0161943319838,-249.1,-95.0,247,877.3833333333334,1949.7407407407409
8,7726,425005112.0,425014137.0,2.5069444444444446,75.0,98.0,23.0,-156.52641509433963,-239.9,0.2,159,409.10825,1778.7315217391304
8,8018,426000057.0,426013959.0,3.861666666666667,58.0,98.0,40.0,-193.08942731277537,-241.1,0.1,227,762.0341666666667,1905.0854166666666
8,8406,427000141.0,427014244.0,3.9175,42.0,98.0,56.0,-191.75210355987053,-197.4,0.2,309,765.5306388888889,1367.018998015873
8,8700,428000131.0,428012413.0,3.4116666666666666,53.0,98.0,45.0,-190.78525896414345,-238.5,0.1,251,666.1832777777778,1480.4072839506173
8,9126,429000210.0,429020533.0,5.645277777777777,39.0,99.0,60.0,-177.99281914893618,-197.6,0.2,376,1021.5732222222221,1702.6220370370368
8,9422,430000057.0,430021200.0,5.873055555555555,62.0,98.0,36.0,-96.47146464646464,-238.1,0.1,396,575.7807222222223,1599.3908950617285
9,378,402005149.0,402020009.0,4.127777777777778,76.0,98.0,22.0,-95.46082725060826,-98.0,2.6,411,333.84000000000003,1517.4545454545455
9,386,402073400.0,402073410.0,0.002777777777777778,95.0,95.0,0.0,-36.59090909090909,-154.3,-6.3,11,0.10875000000000001,
9,566,402100537.0,402100556.0,0.005277777777777778,86.0,86.0,0.0,-70.36,-187.4,-8.9,20,0.3876944444444444,
9,568,402100956.0,402101008.0,0.014444444444444444,86.0,86.0,0.0,-60.407692307692294,-190.1,-8.0,13,0.49786111111111114,
9,990,402181655.0,402181705.0,0.013888888888888888,62.0,62.0,0.0,-47.88181818181818,-185.0,-7.3,11,0.2861388888888889,
9,1206,403002023.0,403022123.0,5.583333333333333,52.0,98.0,46.0,-112.067332382311,-195.8,2.2,701,700.7155555555556,1523.2946859903382
9,1510,403114615.0,403114628.0,0.003611111111111111,81.0,81.0,0.0,-3.721428571428571,-6.5,-1.3,14,0.012666666666666668,
9,1658,403140309.0,403140320.0,0.0030555555555555557,73.0,73.0,0.0,-53.80833333333334,-197.8,-13.1,12,0.1751666666666667,
9,1784,403161307.0,403161406.0,0.0275,68.0,68.0,0.0,-28.45384615384615,-145.1,-4.4,13,0.25808333333333333,
